PID,PROLIFIC_PID,title,organisation,description,years,experience,division,ONET,ONET_13_text,ONET_14_text,ONET_15_text,TaskRank_1,TaskRank_2,TaskRank_3,TaskRank_4,TaskRank_5,TaskRank_6,TaskRank_7,TaskRank_8,TaskRank_9,TaskRank_10,TaskRank_11,TaskRank_12,TaskRank_13,TaskRank_14,TaskRank_15,NumberHours_1,NumberHours_2,NumberHours_3,NumberHours_4,NumberHours_5,NumberHours_6,NumberHours_7,NumberHours_8,NumberHours_9,NumberHours_10,NumberHours_11,NumberHours_12,NumberHours_13,NumberHours_14,NumberHours_15,TaskPhysical_1,TaskPhysical_2,TaskPhysical_3,TaskPhysical_4,TaskPhysical_5,TaskPhysical_6,TaskPhysical_7,TaskPhysical_8,TaskPhysical_9,TaskPhysical_10,TaskPhysical_11,TaskPhysical_12,TaskPhysical_13,TaskPhysical_14,TaskPhysical_15,TaskSocial_1,TaskSocial_2,TaskSocial_3,TaskSocial_4,TaskSocial_5,TaskSocial_6,TaskSocial_7,TaskSocial_8,TaskSocial_9,TaskSocial_10,TaskSocial_11,TaskSocial_12,TaskSocial_13,TaskSocial_14,TaskSocial_15,pilot1_1,pilot1_2,pilot1_3,pilot2,TaskOpen_1,RobotSelect_1,RobotTune_1_1,RobotTune_1_2,RobotTune_1_3,RobotTune_1_4,RobotTune_1_5,RobotTune_1_6,RobotTune_1_7,RobotTune_1_8,RobotTune_1_9,RobotTune_1_10,RobotTune_1_11,RobotTune_1_12,RobotTune_1_13,RobotTune_1_14,RobotTune_1_15,RobotTune_1_16,RobotTune_1_17,TaskOpen_2,RobotSelect_2,RobotTune_2_1,RobotTune_2_2,RobotTune_2_3,RobotTune_2_4,RobotTune_2_5,RobotTune_2_6,RobotTune_2_7,RobotTune_2_8,RobotTune_2_9,RobotTune_2_10,RobotTune_2_11,RobotTune_2_12,RobotTune_2_13,RobotTune_2_14,RobotTune_2_15,RobotTune_2_16,RobotTune_2_17,TaskOpen_3,RobotSelect_3,RobotTune_3_1,RobotTune_3_2,RobotTune_3_3,RobotTune_3_4,RobotTune_3_5,RobotTune_3_6,RobotTune_3_7,RobotTune_3_8,RobotTune_3_9,RobotTune_3_10,RobotTune_3_11,RobotTune_3_12,RobotTune_3_13,RobotTune_3_14,RobotTune_3_15,RobotTune_3_16,RobotTune_3_17,TaskOpen_4,RobotSelect_4,RobotTune_4_1,RobotTune_4_2,RobotTune_4_3,RobotTune_4_4,RobotTune_4_5,RobotTune_4_6,RobotTune_4_7,RobotTune_4_8,RobotTune_4_9,RobotTune_4_10,RobotTune_4_11,RobotTune_4_12,RobotTune_4_13,RobotTune_4_14,RobotTune_4_15,RobotTune_4_16,RobotTune_4_17,TaskOpen_5,RobotSelect_5,RobotTune_5_1,RobotTune_5_2,RobotTune_5_3,RobotTune_5_4,RobotTune_5_5,RobotTune_5_6,RobotTune_5_7,RobotTune_5_8,RobotTune_5_9,RobotTune_5_10,RobotTune_5_11,RobotTune_5_12,RobotTune_5_13,RobotTune_5_14,RobotTune_5_15,RobotTune_5_16,RobotTune_5_17,TaskOpen_6,RobotSelect_6,RobotTune_6_1,RobotTune_6_2,RobotTune_6_3,RobotTune_6_4,RobotTune_6_5,RobotTune_6_6,RobotTune_6_7,RobotTune_6_8,RobotTune_6_9,RobotTune_6_10,RobotTune_6_11,RobotTune_6_12,RobotTune_6_13,RobotTune_6_14,RobotTune_6_15,RobotTune_6_16,RobotTune_6_17,TaskOpen_7,RobotSelect_7,RobotTune_7_1,RobotTune_7_2,RobotTune_7_3,RobotTune_7_4,RobotTune_7_5,RobotTune_7_6,RobotTune_7_7,RobotTune_7_8,RobotTune_7_9,RobotTune_7_10,RobotTune_7_11,RobotTune_7_12,RobotTune_7_13,RobotTune_7_14,RobotTune_7_15,RobotTune_7_16,RobotTune_7_17,TaskOpen_8,RobotSelect_8,RobotTune_8_1,RobotTune_8_2,RobotTune_8_3,RobotTune_8_4,RobotTune_8_5,RobotTune_8_6,RobotTune_8_7,RobotTune_8_8,RobotTune_8_9,RobotTune_8_10,RobotTune_8_11,RobotTune_8_12,RobotTune_8_13,RobotTune_8_14,RobotTune_8_15,RobotTune_8_16,RobotTune_8_17,TaskOpen_9,RobotSelect_9,RobotTune_9_1,RobotTune_9_2,RobotTune_9_3,RobotTune_9_4,RobotTune_9_5,RobotTune_9_6,RobotTune_9_7,RobotTune_9_8,RobotTune_9_9,RobotTune_9_10,RobotTune_9_11,RobotTune_9_12,RobotTune_9_13,RobotTune_9_14,RobotTune_9_15,RobotTune_9_16,RobotTune_9_17,TaskOpen_10,RobotSelect_10,RobotTune_10_1,RobotTune_10_2,RobotTune_10_3,RobotTune_10_4,RobotTune_10_5,RobotTune_10_6,RobotTune_10_7,RobotTune_10_8,RobotTune_10_9,RobotTune_10_10,RobotTune_10_11,RobotTune_10_12,RobotTune_10_13,RobotTune_10_14,RobotTune_10_15,RobotTune_10_16,RobotTune_10_17,TaskOpen_11,RobotSelect_11,RobotTune_11_1,RobotTune_11_2,RobotTune_11_3,RobotTune_11_4,RobotTune_11_5,RobotTune_11_6,RobotTune_11_7,RobotTune_11_8,RobotTune_11_9,RobotTune_11_10,RobotTune_11_11,RobotTune_11_12,RobotTune_11_13,RobotTune_11_14,RobotTune_11_15,RobotTune_11_16,RobotTune_11_17,TaskOpen_12,RobotSelect_12,RobotTune_12_1,RobotTune_12_2,RobotTune_12_3,RobotTune_12_4,RobotTune_12_5,RobotTune_12_6,RobotTune_12_7,RobotTune_12_8,RobotTune_12_9,RobotTune_12_10,RobotTune_12_11,RobotTune_12_12,RobotTune_12_13,RobotTune_12_14,RobotTune_12_15,RobotTune_12_16,RobotTune_12_17,TaskOpen_13,RobotSelect_13,RobotTune_13_1,RobotTune_13_2,RobotTune_13_3,RobotTune_13_4,RobotTune_13_5,RobotTune_13_6,RobotTune_13_7,RobotTune_13_8,RobotTune_13_9,RobotTune_13_10,RobotTune_13_11,RobotTune_13_12,RobotTune_13_13,RobotTune_13_14,RobotTune_13_15,RobotTune_13_16,RobotTune_13_17,TaskOpen_14,RobotSelect_14,RobotTune_14_1,RobotTune_14_2,RobotTune_14_3,RobotTune_14_4,RobotTune_14_5,RobotTune_14_6,RobotTune_14_7,RobotTune_14_8,RobotTune_14_9,RobotTune_14_10,RobotTune_14_11,RobotTune_14_12,RobotTune_14_13,RobotTune_14_14,RobotTune_14_15,RobotTune_14_16,RobotTune_14_17,TaskOpen_15,RobotSelect_15,RobotTune_15_1,RobotTune_15_2,RobotTune_15_3,RobotTune_15_4,RobotTune_15_5,RobotTune_15_6,RobotTune_15_7,RobotTune_15_8,RobotTune_15_9,RobotTune_15_10,RobotTune_15_11,RobotTune_15_12,RobotTune_15_13,RobotTune_15_14,RobotTune_15_15,RobotTune_15_16,RobotTune_15_17,pilot3_1,pilot3_2,pilot3_3,pilot4,positive_before,positive_after,worried_before,worried_after,purpose,familiarisation_1,familiarisation_2,familiarisation_3,familiarisation_4,familiarisation_5,familiarisation_6
R_2er4zTB2xWYUQeZ,66797282e8fc8fbb1c67d1ae,Finance Team Leader,Listed Pharmaceutical Company,Responsible for timely reporting of financial results on a monthly basis for a large multinational pharmaceutical company. The broader field is finance.,3,12,3,"3,8,9,10,11",,,,,,1,,,,,5,2,3,4,,,,,,,20,,,,,39,10,15,10,,,,,,,0,,,,,10,10,19,19,,,,,,,20,,,,,31,100,100,60,,,,,80,81,90,I think having the examples for each task was quite helpful in determining if it's relevant to my role.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reviewing financial results and reconciling balances.,"2,3,5,8,14",,25,25,,25,,,15,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When analysing data, I will be using primarily excel to review results and running reports in separate software programs if I need to better understand a specific area.","2,3,5,7,14",,30,25,,10,,25,,,,,,,10,,,,Relaying results and financial information to relevant stakeholders.,"1,11,13,15,17",15,,,,,,,,,,15,,10,,10,,50,Building relationships with key stakeholders to foster an environment of trust and collaboration.,"1,9,10,11,17",20,,,,,,,,15,20,25,,,,,,20,Developing the wider finance team to ensure they are learning and feel supported.,"8,10,11,14,17",,,,,,,,10,,10,25,,,5,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,90,80,"I think it is well laid out, thank you.",70,70,21,40,Assessing the skills required by a robot to succeed at certain tasks.,1,1,1,1,1,1
R_601Yvkjp6MBxioq,669ce07cca3a8872c58169d1,Backend Developer,Infinion Technology,Writing backend logic based on user stories. Infinion is a Microsoft partner focused on delivering IT solutions to businesses. ,1,3,3,"4,5,8,9,10",,,,,,,2,3,,,1,4,5,,,,,,,,,2,2,,,6,3,4,,,,,,,,,21,0,,,100,80,80,,,,,,,,,18,91,,,12,69,100,,,,,,100,100,100,I like how interactive and relatable the questions are.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thinking abstractly,"8,12,14,15,17",,,,,,,,20,,,,10,,10,40,,20,How to implement an endpoint that tackles a client's requirement.,"8,11,13,14,15",,,,,,,,15,,,15,,30,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coding with computers, a sure way out of hard labor","3,4,7,8,17",,,20,20,,,20,20,,,,,,,,,20,Explaining my code to project managers and other developers.,"1,2,5,13,17",20,20,,,10,,,,,,,,10,,,,40,"Communication, kindess and getting to them.
","2,10,11,15,17",,20,,,,,,,,15,15,,,,10,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,77,100,"The allocated time for the survey is limited. Thus, it gets 'Timed out' on Prolific due to too many questions that require reading and thinking to answer.",100,100,39,50,Problem solving AI models,1,1,1,1,1,1
R_4LOQKJ3mqLlzZ5c,66967bf94e306aa9a0490c42,Technical Writer,WHC,"To write documentation (client-facing, internal and wiki) for an IT web solutions & hosting provider.",4,6,3,"6,8,9,11,12",,,,,,,,,1,,4,3,,5,2,,,,,,,,,12,,10,8,,6,4,,,,,,,,,10,,3,22,,31,5,,,,,,,,,69,,13,86,,87,59,,,,100,93,62,Everything has been very clear and relevant. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daily and weekly planning out my tasks and estimated times to complete them. ,"1,3,4,5,8",10,,10,25,30,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day-to-day use of my work PC. But also with new technologies such as AI in the workplace. ,"3,4,5,8,13",,,30,30,10,,,10,,,,,20,,,,,Task assignment and progress checks with colleagues. ,"4,5,9,13,17",,,,30,20,,,,10,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,Training new staff on how to use existing systems & processes within the company. ,"1,7,10,14,17",10,,,,,,20,,,10,,,,30,,,30,Writing wiki procedures for an internal CX team. ,"3,4,7,9,17",,,10,25,,,10,,15,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,92,85,"It's slightly repetitive, perhaps there's a way to make it more concise and receive the same information. ",55,63,8,7,Methods of thinking that support actions and decisions. ,1,3,3,1,1,1
R_2BdiSepyAB2h2iR,663cd0cb2b346f2ce75b48b6,Chief Technical Officer,University,"I manage the technical staff, highly specialised equipment, project research for UGs/PGs/Staff for one of the Schools, in one of the Colleges in our University",6,17,3,"1,2,5,6,11",,,,4,5,,,2,1,,,,,3,,,,,10,5,,,5,10,,,,,15,,,,,0,0,,,20,0,,,,,10,,,,,60,80,,,51,20,,,,,80,,,,,100,100,80,,"A researcher has a requirement but is unsure how to approach it. I would research a few alternatives and test them out to see what's the best approach. I'm asked many questions weekly re IT needs, current IT trends, etc., so I need to stay abreast (and try to be ahead of the curve)","2,7,11,14,17",,15,,,,,15,,,,25,,,20,,,25,"Assigning a team member to a project and following up regularly to see progress and intervene if necessary if they are having difficulties with the logic, code or spec. I'd test software from different suppliers to assess their functionality and short comings. ","3,7,9,14,15",,,15,,,,10,,35,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deciding on a supplier to use, deciding on a certain type of software, equipment fails that I need to troubleshoot the issue if the team can't fix etc","9,11,13,14,17",,,,,,,,,30,,15,,10,20,,,25,"Look to the semester ahead and establish what are the requirements (both human equipment) and then plan the equipment, consumables, available support staff etc that will support the UG/PG laboratories and research.","1,3,8,14,17",10,,15,,,,,25,,,,,,15,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduling their tasks (including research project support requests), while carefully considering their preferred tasks (ie. what excites them), how they'll benefit from doing these task (i.e. what learning will this provide), and equitable distribute these. Also the future needs of the School is relevant, so ongoing upskilling and training is a must.","7,8,11,13,17",,,,,,,5,20,,,25,,15,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,90,"It's a very good survey, well presented with clear and concise instructions. The hover function was very welcome as it's difficult to remember the different meanings. I can't think of any improvements. Well done!",50,20,60,80,,1,1,3,1,1,1
R_8PMnwcYnurhb17h,5c845031d6a29e00162edf7d,Senior Support Technician,Lancaster City Council,IT Support - Software/Hardware,25,25,3,"1,5,6,8,9",,,,4,,,,1,5,,2,3,,,,,,,10,,,,20,25,,30,15,,,,,,,39,,,,40,0,,60,19,,,,,,,26,,,,26,56,,22,82,,,,,,,90,90,85,It has been an easy questionnaire to complete so far.,"Researching technical documentation and manuals, Checking knowledge bases and FAQs for relevant solutions, Consulting with colleagues or technical experts, Investigating user reports and system logs, Contacting vendors or manufacturers for product-specific issues, Reviewing online forums and support communities for similar problems","2,4,8,13,15",,5,,10,,,,25,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diagnosing Issues
Prioritizing Tasks
Developing Solutions
Communicating Decisions
Testing and Verification
Documenting Problems and Solutions
Learning and Adapting","3,5,8,9,13",,,20,,20,,,20,20,,,,20,,,,,"Setting up timeframes for resolving support tickets and performing routine maintenance.  Assessing and ranking support requests based on urgency and impact.  Assigning tasks to team members based on their expertise and workload.  Monitoring the status of ongoing tasks and ensuring deadlines are met.  Collaborating with other departments or IT staff for complex issues.  Keeping records of completed tasks, updates, and system changes","1,2,10,14,15",5,30,,,,,,,,45,,,,10,10,,,,,,,,,,,,,,,,,,,,,,"Troubleshooting Hardware and Software
Installing and Configuring Systems
Monitoring Systems
Updating Software
Managing User Accounts
Utilizing Remote Support Tools","4,7,9,11,16",,,,10,,,50,,15,,20,,,,,5,,"As an IT support worker, this involves: Explaining technical issues and solutions to users, Providing step-by-step instructions for troubleshooting, Sharing updates on the status of ongoing support requests, Training users on new software or hardware, Documenting and sharing common issues and solutions with the team, Coordinating with other IT staff for complex problem resolution.","1,5,6,9,17",15,,,,30,15,,,20,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,64,70,,76,64,52,43,Don't Know,1,1,1,1,1,1
R_3qaC2BPN2QwVuNp,653543dbd259184c7e48b3dc,AI SCIENTIST,AQUA TELUS,"Research and Development: Conducting research to advance the field of AI. This includes studying existing algorithms and systems, and developing new methodologies to improve AI performance.

Algorithm Design: Creating and implementing algorithms for machine learning, deep learning, natural language processing, computer vision, and other AI applications.

Data Analysis: Analyzing large datasets to train and fine-tune AI models. This involves preprocessing data, selecting relevant features, and ensuring data quality.

Model Training and Testing: Training AI models using various techniques and evaluating their performance through rigorous testing. This includes using techniques like cross-validation and hyperparameter tuning to optimize model performance.

Collaboration: Working with cross-functional teams including data scientists, software engineers, domain experts, and business stakeholders to integrate AI solutions into products and services.

Publication and Presentation: Publishing research findings in academic journals and presenting them at conferences. Staying updated with the latest advancements in AI by reading research papers and attending industry events.",4,8,3,"3,5,6,8,12",,,,,,5,,3,2,,1,,,,4,,,,,,12,,10,8,,10,,,,2,,,,,,100,,7,2,,96,,,,64,,,,,,61,,67,71,,77,,,,48,,,,51,69,92,NO FEEDBACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data analysis with my excel and libraries on python,"6,7,11,14,17",,,,,,20,25,,,,25,,,14,,,16,,,,,,,,,,,,,,,,,,,,brainstorming to decide how to solve complex issues,"1,6,10,13,14",12,,,,,40,,,,15,,,13,20,,,,planning daily task,"5,8,12,14,17",,,,,10,,,40,,,,15,,15,,,20,,,,,,,,,,,,,,,,,,,,"The ability to use computer to work by using tools like AWS, Python and all","2,3,12,14,16",,22,25,,,,,,,,,15,,30,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More like project management,"5,8,13,14,15",,,,,20,,,15,,,,,25,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,95,no contribution,100,90,0,1,job duties and extent you can perform tasks,1,1,3,3,3,1
R_3CIhjiJqC2TjnDw,6642122a3650c28b1e2e367a,Team Lead,Government,"I work for a government agency as a Team Lead. I lead a team of developers that build and maintain internal/external web portals, desktop applications, and services.",4,5,3,"1,5,6,8,11",,,,4,,,,2,3,,5,,,1,,,,,2.5,,,,5,10,,15,,,5,,,,,0,,,,0,0,,0,,,0,,,,,90,,,,100,40,,1,,,90,,,,,100,100,100,The questions were straightforward and easy to understand. The UI also felt clean and easy to look at.,Figuring out the unknowns before starting a new project or making changes to an existing one.,"2,8,10,14,15",,10,,,,,,30,,10,,,,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Making decisions on timelines and solving problems that occur while meeting deadlines.,"6,7,8,14,15",,,,,,20,20,20,,,,,,20,20,,,Planning work to effectively meet deadlines and fulfill commitments.,"4,6,7,13,14",,,,25,,10,30,,,,,,5,30,,,,,,,,,,,,,,,,,,,,,,,Using computer on a daily basis to carry out work duties.,"2,3,5,7,13",,10,30,,20,,30,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I lead and manage a team of developers (juniors, intermediates, and senior) to build and maintain IT applications. Additionally, training and mentoring new employees is also something I do.","2,3,5,11,17",,10,10,,20,,,,,,10,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,100,"Instead of a 100 points scale, I think a percentage scale can be a better alternative. There is no difference as such, but I think it is mentally easier to identify a percentage figure.",80,90,0,0,I think it was about quantifying the skills that I use on a daily basis. The experiment about the robot made me analyze and list the skills I use and quantify them on a 100 point scale.,1,1,1,1,1,1
R_2YxpSwx7hQiAl7z,6658d13e8f1ee667f426421c,Operations Coordinator,Sheffield DocFest,I work within the productions and operations team at Sheffield DocFest which is an international film festival. I manage the main festival database as well as providing other technical support,2,5,3,"5,6,8,10,11",,,,,,,,2,4,,1,,5,3,,,,,,,,,20,5,,35,,5,5,,,,,,,,,10,9,,19,,45,18,,,,,,,,,60,47,,21,,95,81,,,,,96,97,98,It was good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"deciding how and when to update the website with information, creating digital resources based on new projects and events in the business, solving in person queries about technology","3,6,8,13,15",,,20,,,10,,20,,,,,10,,40,,,"Planning a year in advance of the festival around registrations, pass printing and online presence","5,7,8,11,15",,,,,15,,20,40,,,15,,,,10,,,,,,,,,,,,,,,,,,,,,,"managing the main database, managing the website","2,3,5,7,8",,30,30,,15,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I induct new starters into the business and provide them with technical support. I also work directly with teams to solve problems and manage their role in our database,"6,7,11,15,17",,,,,,20,10,,,,15,,,,15,,40,"Training them on the software as they join the business, adapting training as new plans and events come up within the workplace","2,3,7,8,17",,10,30,,,,30,15,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,100,,82,82,52,42,To find out how different brain skills apply to different jobs,2,1,1,1,1,1
R_3DwAbfffkjETAPb,654673a478fa48783a0ad5bc,Mortgage Underwriter,a local bank,approve and deny mortgage loan files,12,22,3,"3,5,8,9,12",,,,,,1,,2,,,5,4,,,3,,,,,,25,,5,,,30,5,,,5,,,,,,5,,5,,,15,15,,,15,,,,,,5,,5,,,20,80,,,15,,,,90,90,90,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Review documents submitted with the loan file, calculate the borrower's income ","2,3,5,8,14",,25,25,,15,,,10,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,"approve or deny the loan - if a denial, run through different scenarios to try to make the loan work prior to denying.","2,5,8,13,14",,25,,,10,,,25,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input data into computers,"3,7,8,14,17",,,25,,,,15,25,,,,,,15,,,20,email the loan officer with decision,"3,4,10,15,17",,,10,10,,,,,,10,,,,,10,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input data into computer program,"3,5,7,8,14",,,25,,10,,25,15,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,none,60,80,70,80,thought it was interesting,2,1,1,1,1,1
R_82s93jFZMeGAitB,571a78f06a1c6300114b8d80,Data Analyst,Invisible,"I analyse different types of data and report findings, the organization is relatively new in the field and it's heavily involved in LLM and AI. ",0,11,3,"1,2,3,8,9",,,,5,3,1,,,,,2,4,,,,,,,15,30,40,,,,,40,20,,,,,,,1,1,0,,,,,5,5,,,,,,,0,0,0,,,,,0,80,,,,,,,100,100,100,It is easy to understand and relatable. ,My job involves researching information and finding sources for things. ,"3,8,11,15,17",,,20,,,,,20,,,20,,,,20,,20,I rate certain data sets on quality. ,"1,2,4,6,7",20,20,,20,,20,20,,,,,,,,,,,I annotate lots of data on a daily basis. ,"2,3,8,9,15",,20,20,,,,,20,20,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99% of my daily work activity is performed on a computer using various software systems. ,"3,5,8,11,14",,,20,,20,,,20,,,20,,,20,,,,I have to relay information back to managers and colleagues. ,"2,3,5,11,15",,20,20,,20,,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,100,100,10,10,Unsure,1,1,1,1,1,3
R_5xvcKpMS0fZNWy5,66a24f2cc695d55da3c2ef4e,IT specialist,TD BANK,I provide security and innovation  ,20,25,3,"1,3,5,6,8",,,,4,,1,,5,2,,3,,,,,,,,10,,10,,5,5,,10,,,,,,,,16,,81,,86,89,,83,,,,,,,,86,,84,,91,89,,81,,,,,,,,96,72,66,I have no feed back,doing research on information and where to obtain it ,"2,5,15,16,17",,10,,,20,,,,,,,,,,20,30,20,,,,,,,,,,,,,,,,,,,,once you get the information how will you use it to solve the issue ,"1,7,9,14,17",30,,,,,,10,,40,,,,,10,,,10,,,,,,,,,,,,,,,,,,,,how will I attack the problem or issue,"1,6,11,13,15",25,,,,,30,,,,,25,,10,,10,,,everything has to be laid out in a specific order,"1,2,5,7,16",30,20,,,20,,20,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,I have to practice coding new scripts on a computer ,"7,8,11,13,16",,,,,,,20,50,,,10,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,53,85,no nothing really ,68,50,68,71,how job tasks are broken up into ,1,1,3,1,1,3
R_1jqg2mRgvi5i1TS,665e99b597f12272bd9ac026,Illustrator,Freelance,Freelance illustrator working in publishing,5,5,3,"1,2,4,5,8",,,,2,3,,1,4,,,5,,,,,,,,5,5,,20,10,,,10,,,,,,,,0,0,,0,0,,,3,,,,,,,,0,45,,64,37,,,38,,,,,,,,100,100,21,Not a lot of relevant options for people working in the arts,"Reading the brief, researching references, studies","5,7,8,10,17",,,,,20,,20,20,,20,,,,,,,20,"Making sure that the work meets the brief, that the work is done to a high enough standard","1,2,4,9,13",20,20,,20,,,,,20,,,,20,,,,,,,,,,,,,,,,,,,,,,,,"Research, brain storming, idea development","5,8,9,14,15",,,,,20,,,20,20,,,,,20,20,,,"Figuring out how to overcome issues and limitations within the work, choosing the right methods to approach the brief","3,8,9,10,13",,,20,,,,,20,20,20,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Using software and hardware to create illustrations, liaise with clients, do administrative work","1,2,3,7,12",20,20,20,,,,20,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,91,"Stop using generative AI, it is actively killing the illustration industry as well as the planet.",100,47,100,100,Mental capacity and different process of memory and thought,2,1,1,1,1,1
R_1fekt97tvnk3oe4,5da6139c002c29001335b5a2,Senior credit analyst,equipment finance brokerage,I review the credit worthiness of small businesses and determine if they are fit to receive the financing that they have applied for.,5,9,3,"2,3,5,8,9",,,,,2,1,,3,,,5,4,,,,,,,,20,10,,10,,,10,5,,,,,,,,0,0,,0,,,9,0,,,,,,,,5,0,,2,,,0,100,,,,,,,100,66,81,,,,,,,,,,,,,,,,,,,,,I thought about judging the quality of a small business as it relates to financial strength,"5,8,10,13,15",,,,,20,,,20,,20,,,20,,20,,,I thought about looking at financial statements of small businesses and analyzing the numbers,"3,5,7,9,15",,,20,,20,,20,,20,,,,,,20,,,,,,,,,,,,,,,,,,,,,,I am thinking of making decisions on peoples loan applications.,"4,5,6,7,14",,,,15,30,10,10,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I use computers since i work remote so anything i do with my job involves a computer.,"3,4,7,8,15",,,20,20,,,20,20,,,,,,,20,,,I am thinking about decisioning a loan application and then having to communicate that decision to the customer.,"2,7,9,10,17",,10,,,,,10,,10,10,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,49,59,,68,68,5,5,no idea,1,1,1,1,1,1
